identifier_adminDB,title,name_author 1,name1_URI,name_author 2,name2_URI,name_author 3,name3_URI,name_author 4,name4_URI,name_author 5,name5_URI,dateIssued,extent,identifier_isbn,identifier_issn,publisher,notes,abstract,language,typeofResource,form,URI_form,subject_geographic,URI_geo,subject_topic_LCSH,URI_topic,subject_topic_LCSH2,URI_topic2,subject_topic_LCSH3,URI_topic3,subject_topic_LCSH4,URI_topic4,subject_topic_NAF,URI_NAF_topic,record_source,project_title,repository,repository_URI,rights,rights URI
0116_000050_000383,Child Support Reform: A State Checklist for Change,"Ebb, Nancy",http://id.loc.gov/authorities/names/no99034746,,,,,,,,,1994,10,,,Children's Defense Fund (U.S.),,This report focuses on state and Fedaral efforts to provide agencies who work for children to improve child support enforcement,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child support,http://id.loc.gov/authorities/subjects/sh85023394,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000384,Transitional Child Care: State Experiences and Emerging Policies under the Family Support Act,Children's Defense Fund (U.S.),http://id.loc.gov/authorities/names/n80083301,Center for Law and Social Policy,http://id.loc.gov/authorities/names/n80119580,,,,,,,1990,62,,,,Collaborated with the Center for Law and Social Policy,"CDF and the Center for Law and Social Policy (CLASP) jointly made this publication to provide insight into transitional child care policies and operations and to offer recommendations to policy makers and advocates. Transitional child care (TCC) is a new federal child care program that every state must have implemented by April 1, 1990. Established by the Family Support Act (FSA) of 1988, TCC is designed to help families that lose AFDC for income-related reasons to meet their child care needs for one year after AFDC ends.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Federal aid to child welfare,http://id.loc.gov/authorities/subjects/sh85047559,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000385,1995 Nonpartisan Congressional Voting Records,Children's Defense Fund (U.S.),http://id.loc.gov/authorities/names/n80083301,,,,,,,,,1996,28,,,,,Included are the nonpartisan Congressional voting records for key budget votes in 1995 for children,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Children's rights,http://id.loc.gov/authorities/subjects/sh85023773,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000387,The Health of America's Children,"Rosenbaum, Sara",http://id.loc.gov/authorities/names/n86084486,"Layton, Christine",http://id.loc.gov/authorities/names/n92806095,"Liu, Joseph",http://id.loc.gov/authorities/names/n92806096,,,,,1991,34,,ISSN 10559221,Children's Defense Fund (U.S.),,"This 7th edition of Health of America's Children presents national, international, state, and city statistics on the health of America's children and the adequacy of programs that serve them.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child health services,http://id.loc.gov/authorities/subjects/sh85023366,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Infants--Mortality,http://id.loc.gov/authorities/subjects/sh85066037,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000388,Rate Surveys and Policies: Key Issues for Advocates,"Stoney, Louise",http://id.loc.gov/authorities/names/n89647308,,,,,,,,,1994,13,,,,,"This paper is a companion document to Promoting Access to Quality Child Care: Critical Steps in Conducting Market Rate Surveys and Establishing Rate Policies, which discusses the concept of market rates and the elements involved in coducting an effective market rate survey. This paper discusses the role of providers, CCR&R agencies, community-based organizatiins, and other advocates in responding to market rate surveys and policies.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care--Costs,http://id.loc.gov/authorities/subjects/sh00009817,Market surveys,http://id.loc.gov/authorities/subjects/sh85081331,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000389,Child Care and Welfare Reform: More Painful Choices,"Ebb, Nancy",http://id.loc.gov/authorities/names/no99034746,,,,,,,,,1995,46,,,,,This report is one in a series of studies examining state policies and practices in child care and early childhood education. The report compares how welfare legislation passed by the Senate in 1995 s some of the basic principles inherent in states' child care costs and the problems and issues states had with meeting the rising costs of providing quality child care for working parents.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,Working poor,http://id.loc.gov/authorities/subjects/sh00006746,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000390,How Safe? The Status of State Efforts to Protect Children in Child Care,"Adams, Gina",,,,,,,,,,1995,79,,,Children's Defense Fund (U.S.),,"This report examines the measures states took in 1993 to adequately protect children in child care and updates some of the state licensing practices examined in ""Who Knows How Safe,"" a 1990 report published by CDF.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,Day care centers,http://id.loc.gov/authorities/subjects/sh85035951,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000391,The High Cost of Child Care Puts Quality Care Out of Reach for Many Families,"Schulman, Karen",http://id.loc.gov/authorities/names/n94081127,,,,,,,,,2000,40,,,Children's Defense Fund (U.S.),,"The data in this report were collected from local child care resource and referral agencies (CCR&R) through a survey sent to agencies in each state to identify data on child care costs in an urban area, in a rural area, and/or statewide. Average family income is compared to the cost of child care in each state and in each area, and data collected is compared across the states.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,Child care--Costs,http://id.loc.gov/authorities/subjects/sh00009817,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000392,An Advocate's Guide to the Summer Food Service Program,"Johnson, Darold",,,,,,,,,,1994,36,ISBN 1881985075,,Children's Defense Fund (U.S.),,"This report describes the Summer Food Service Program (SFSP). It is designed to assist communities in making sure that children benefit from SFSP and that local, state, and federal officials do their part to ensure that children don't go hungry during summer months when schools are closed. Steps for obtaining SFSP benefits, who is eligible for the program, promising state programs, and a state-by-state list of officials and administrators in charge of SFSP are included in the report.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Food relief,http://id.loc.gov/authorities/subjects/sh85050314,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,,,,,Summer Food Service Program (U.S.),http://id.loc.gov/authorities/names/no2002001382,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000393,Information for Action: An Advocate's Guide to Using Maternal and Child Health Data,"Braveman, Paula",http://id.loc.gov/authorities/names/n93078457,"Bennett, Trude",http://id.loc.gov/authorities/names/n92803862,,,,,,,1993,74,ISBN 1881985032,,Children's Defense Fund (U.S.),,"This report is based largely on the experience of a project in San Francisco, CA, between 1987 and 1990. A joint university and health dept. effort improved the capacity of the San Francisco Dept. of Public Health (SFDPH) to monitor key information related to maternal and child health, especially for vulnerable groups. The project produced several reports on the status of perinatal health and children's health and well-being in San Francisco. Thise reports demonstrated the potential of information to help community advocacy groups, service providers, and program planners identify priorities for policy decisions and resource allocation.",eng,text,reports,http://vocab.getty.edu/aat/300027267,San Francisco (Calif.),http://id.loc.gov/authorities/names/n79018452,Child health services,http://id.loc.gov/authorities/subjects/sh85023366,Maternal and infant welfare,http://id.loc.gov/authorities/subjects/sh85082098,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000394,A Manual on Providing Effective Prenatal Care Programs for Teens,"Rosenbaum, Sara",http://id.loc.gov/authorities/names/n86084486,,,,,,,,,1985,224,,,Children's Defense Fund (U.S.),Adolescent Pregnancy Prevention Prenatal Care Campaign and CDF,"This manual provides information on CDF's prenatal care outreach and action campaign, which is designed to prevent teen pregnancies. The 3 focus areas of the campaign are to expand overall fundiing for access to prenatal care for adolescent and poor mothers, to educate the communities - teens, parents, community groups, and providers - about the importance of ensuring that young mothers receive care, and to involve a range of community and public decisionmaking in setting and implementing goals. The manual contains charts and graphs on percentage of births to women under the age of 20, percentage of births to women who received late or no prenatal care, and percemtage of low birthweight births",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Prenatal care,http://id.loc.gov/authorities/subjects/sh85106374,Teenage pregnancy,http://id.loc.gov/authorities/subjects/sh85106286,Teenage parents,http://id.loc.gov/authorities/subjects/sh85000966,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000395,The High Price of Poverty for Children of the South,"Sherman, Arloc",http://id.loc.gov/authorities/names/n92122654,,,,,,,,,1998,25,,,Children's Defense Fund (U.S.),,"This report provides an in-depth look and explanation into the child poverty statistics in 1996. Despite the booming economy enjoyed by many, children in the South comprised the greatest number of children without health care than any other US region. A state-by-state list of the southern states by counties with the number of poor children living in each county and that county's poverty rate is also included in the report.",eng,text,reports,http://vocab.getty.edu/aat/300027267,Southern States,http://id.loc.gov/vocabulary/geographicAreas/n-usu,Poor children,http://id.loc.gov/authorities/subjects/sh85104852,Poverty,http://id.loc.gov/authorities/subjects/sh85105939,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000396,Title XX - Social Services in Your State: A Child Advocate's Handbook for Action,Children's Defense Fund (U.S.),http://id.loc.gov/authorities/names/n80083301,,,,,,,,,1976,28,,,Children's Defense Fund (U.S.),,"This document explains the Title XX of the Social Security Act, which became effective on Oct. 1, 1975. Title XX provided money to each state for a broad range of social service programs, such as child daycare, homemaker services, senior citizens programs, services to the handicapped, protective services, and legal services.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Public welfare,http://id.loc.gov/authorities/subjects/sh85108846,"Economic assistance, Domestic",http://id.loc.gov/authorities/subjects/sh85040778,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000397,Working with State and Local Elected Officials: A Guide for Early Care and Education Advocates,"Blank, Helen",http://id.loc.gov/authorities/names/n86833543," Poersch, Nicole",,,,,,,,1996,44,,,Children's Defense Fund (U.S.),,This report was prepared as part of CDF's ongoing effort to provide skill-building information to child care advocates. It focuses on a critical piece of the advocate's strategy kit - working effectively with elected officials and policy makers. The report also outlines some state laws concerning lobbying and charitable organizations.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Social advocacy,http://id.loc.gov/authorities/subjects/sh94006819,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000398,An Advocate's Guide to Lobbying and Political Activity for Nonprofits,"Treister, Michael",," Weill, James",,,,,,,,1991,20,ISBN 938008889,,Children's Defense Fund (U.S.),"Written in collaboration with Lichman, Trister, Singer, & Ross - Washington, D.C.",This guide describes the legal rules governing two kinds of advocacy that non-profit organizations sometimes undertake - Lobbying and Voter Conducting Voter Education and Participation Activities. The guide spells out what non-profit organizations can and cannot do in these two arenas.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Lobbying,http://id.loc.gov/authorities/subjects/sh85077890,Nonprofit organizations,http://id.loc.gov/authorities/subjects/sh85032985,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000399,An Advocate's Guide to the Media,"Duncan, Claude",," Rivlin, Douglas",," Williams, Maggie",," Ogata, Stella",,,,1990,24,ISBN 938008757,,Children's Defense Fund (U.S.),,This guide gives practical direction to advocates for strategic and effective use of the media for advancing the causes of children and families.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Mass media and social service,http://id.loc.gov/authorities/subjects/sh85081888,Social service publicity,http://id.loc.gov/authorities/subjects/sh85124070,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000400,Stand for Children: A Parent's Guide to Child Advocacy,Children's Defense Fund (U.S.),http://id.loc.gov/authorities/names/n80083301,Black Community Crusade for Children (U.S.),http://id.loc.gov/authorities/names/n93062556,,,,,,,1996,32,ISBN 181985059,,,,"This is a guide for parents on how to be the best advocates for their children. The booklet guides parents on how to speak out and act on behalf of children with tips on how to manage advocacy, a listing of national child advocacy organizations that can be of assistance, a listing of public policy and advocacy offices of religious groups, and state-level child advocacy organizations.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Children's rights,http://id.loc.gov/authorities/subjects/sh85023773,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000401,"First Steps, Promising Futures: State Prekindergarten Initiatives in the Early 1990s","Adams, Gina",," Sandfort, Jodi",,,,,,,,1994,219,,,Children's Defense Fund (U.S.),,"The initiatives included in this report are those state-funded initiatives that provide at least some education-related services to prekindergarten-age children. A state-by-state comprehensive listing provides the funding level each state expended in 1991 to 1992, number of children served, estimated cost per child served, targeting criteria, quality requirements, comprehensive services, parental involvement and support, and meeting the needs of families whose primary language is not English.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000402,Child Care Subsidy Policy: An Introduction,"Poersch, Nicole",," Ewen, Danielle",,,,,,,,2000,39,,,Children's Defense Fund (U.S.),,This guide explains and highlights the core policy choices that shape state child care subsidy programs.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,Subsidies,http://id.loc.gov/authorities/subjects/sh85129533,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000404,Child Care under the Family Support Act: Early Lessons from the States,Children's Defense Fund (U.S.),http://id.loc.gov/authorities/names/n80083301,,,,,,,,,1992,68,,,,,This guide summarizes data collected from all 50 states and the District of Columbia as well as other information on state child care policies under the Family Support Act (FSA).,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,Federal aid to child welfare,http://id.loc.gov/authorities/subjects/sh85047559,,,,,United States. Family Support Act of 1988,http://id.loc.gov/authorities/names/n87851140,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000405,Who Cares? State Commitment to Child Care and Early Education,"Adams, Gina",," Poersch, Nicole",,,,,,,,1996,120,,,Children's Defense Fund (U.S.),Study supported by Ford Foundation and Travelers Foundation,This reporrt is one of a series of studies examining state policies and practices in commitment to child care and early education. A fact sheet on each state's commitment to Child Care and Early Education (1994) is included in the report.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Child care,http://id.loc.gov/authorities/subjects/sh85023354,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000407,The Health of America's Black Children,"Hughes, Dana",http://id.loc.gov/authorities/names/n86121010,"Butler, Elizabeth",http://id.loc.gov/authorities/names/n97097347," Meehan, Marsha",,,,,,1988,42,,,Children's Defense Fund (U.S.),,"This report presents startling statistics on the health of America's Black Children. Infant mortality, maternal mortality, low birthweight, prenatal care, immunization, AIDS, health insurance, drugs, tobacco, alcohol, and violence are a few of the topics explored as they relate to the Black child. Preventive measures and steps that need to be taken to eliminate the gap found in Black children's health issues are explored.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,African American children,http://id.loc.gov/authorities/subjects/sh85001809,Child health services,http://id.loc.gov/authorities/subjects/sh85023366,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000408,Helping Parents Work and Children Succeed: A Guide to Child Care and the 1996 Welfare Act,"Blank, Helen",http://id.loc.gov/authorities/names/n86833543,,,,,,,,,1997,87,,,Children's Defense Fund (U.S.),,"This report examines the many options that policymakers may consider and presents recommendations for policy choices that address both workforce development and child development. The report also presents information on grants and assists states in providing child care for all families - The New Child Care Development Block Grant, part of the New Welfare Act and the Temporary Assistance for Needy Families Block Grant (TANF), which replaced Aid to Families with Dependent Children (AFDC). Transitional Child Care and At-Risk Child Care are also discussed.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care,http://id.loc.gov/authorities/subjects/sh85023354,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000409,Locked Doors: States Struggling to Meet the Child Care Needs of Low-Income Families,"Adams, Gina",," Schulman, Karen",," Ebb, Nancy",,,,,,1998,80,,,Children's Defense Fund (U.S.),,"This report presents the findings from a 50-state survey of state child care administrators, conducted by CDF by phone interview during Dec. 1997 to Jan. of 1998. The data collected from these interviews were verified with each administrator after they were collected. The findings of the report indicate that many families face a series of locked doors. Many are not even eligible for help due to low state eligibility cutoffs for child care assistance. Many who are eligible for assistance cannot get it due to waiting lists or are turned away due to inadequate funds. Enormous gaps still remain in our efforts to help low income families work and take care of their children.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Working Poor,http://id.loc.gov/authorities/subjects/sh00006746,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000410,School-Age Care: Federal Funding Opportunities,"Blank, Helen",http://id.loc.gov/authorities/names/n86833543," Wade, Kim",,,,,,,,1999,30,,,Children's Defense Fund (U.S.),,"This document outlines the importance of school age care as it relates to the children involved, the maintenance of a stable, productive work force, and family and community foundations. Advice for children's advocates and tips for finding funding sources, such as federal funding opportunities, are highlighted.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,School-age child care,http://id.loc.gov/authorities/subjects/sh87001693,Federal aid to child welfare,http://id.loc.gov/authorities/subjects/sh85047559,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000411,Child Care and Development: Key Facts,"Poersch, Nicole",," Adams, Gina",," Sandfort, Jodi",,,,,,1994,22,,,Children's Defense Fund (U.S.),CDF's Child Care and Development Division,A report on the need for quality child care and how such care impacts children and families,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child care,http://id.loc.gov/authorities/subjects/sh85023354,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000412,Homeless Families: Failed Policies and Young Victims,"Mihaly, Lisa",,,,,,,,,,1991,25,,,Children's Defense Fund (U.S.),"CDF's Child, Youth, and Family Futures Clearinghouse","This report explains the causes of homelessness among children; makes clear its cost to children, families and society; proposes an agenda to eradicate homelessness; summarizes many studies about who homeless families are, why they become homeless, and how homelessness hurts children and families; and suggests steps to help communities and policy makers prevent homelessness and address the needs of homeless families",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Homeless children,http://id.loc.gov/authorities/subjects/sh90000443,Homeless families,http://id.loc.gov/authorities/subjects/sh98008156,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000413,The South: Child Care Challenges,"Adams, Gina",," Schulman, Karen",,,,,,,,1998,125,,,Children's Defense Fund (U.S.),,"This report is a regional compilation of several state reports, each of which examines the range of child care challenges facing families in the state. The states included inthis report are Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, Oklahoma, South Carolina, Tennessee, Texas, Virginia, and West Virginia.",eng,text,reports,http://vocab.getty.edu/aat/300027267,Southern States,http://id.loc.gov/vocabulary/geographicAreas/n-usu,Child care services,http://id.loc.gov/authorities/subjects/sh85023355,Federal aid to child welfare,http://id.loc.gov/authorities/subjects/sh85047559,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000415,Child Support Assurance: Making Child Support Work for Children,"Quiroz, Julia",,,,,,,,,,1993,22,,,,Funding made possible by The Prudential Foundation and the Merck Family Foundation,A report on the need for child support assurance to protect children who live in single-family households; child support assurance ensures that these children receive a minimum level of support from their noncustodial parent wih federal government intervention to make up the difference if needed.,eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Child support,http://id.loc.gov/authorities/subjects/sh85023394,Federal aid to child welfare,http://id.loc.gov/authorities/subjects/sh85047559,,,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
0116_000050_000416,Rescuing the American Dream: Halting the Economic Freefall of Today's Young Families with Children,"Sherman, Arloc",http://id.loc.gov/authorities/names/n92122654,,,,,,,,,1997,53,ISBN 1881985148,,,,"This report details the deep economic losses among young families with children and warns of troubling consequences from these losses, for young and old Americans alike. The report reveals that even though America is richer today than ever before, it does not ensure that families have adequate wages and income, education, training, health care, child care, and affordable housing. Many graphs are used to illustrate issues such as poverty rates of children by age and employment of family head, median family income by age of family head and presence of children, change in median income by age of family and presence of children, and homeownership rates of families with children by age of household head.",eng,text,reports,http://vocab.getty.edu/aat/300027267,United States,http://id.loc.gov/authorities/names/n78095330,Young families,http://id.loc.gov/authorities/subjects/sh00006141,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,Working poor,http://id.loc.gov/authorities/subjects/sh00006746,,,,,"University of Tennessee, Knoxville. Libraries",Children's Defense Fund,Langston Hughes Library (Children's Defense Fund Haley Farm),http://id.loc.gov/authorities/names/no2017113530.html,In Copyright - Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/
